name,current_status,jurisdiction_code,current_alternative_legal_name,incorporation_date,registered_address_street_address,registered_address_region
CURE SAUNA STUDIO LLC,Active,us_ny,,2014-03-27,"7014 13TH AVENUE, SUITE 202",NY
NEW YORK STONE SAUNA INC.,Active,us_ny,,2014-05-06,254 CANAL STREET,NY
"WEST SIDE SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1977-12-07,"254 W 31ST ST, NEW YORK, NEW YORK, 10001",
K-TOWN SAUNA INC.,Active,us_ny,,2014-06-06,"22 WEST 32ND STREET, 10TH FLR",NY
"MIA'S BATHHOUSE FOR PETS, INC.",Active,us_ny,,2014-08-11,247 WEST 145TH STREET,NY
HAMMAM NEWYORK LLC,Active,us_ny,,2015-01-20,235 EAST 22ND STREET,NY
HAMMAMNYC INC.,Active,us_ny,,2015-02-17,3023 30TH STREET,NY
BROOKLYN BANYA LLC,Active,us_ny,,2015-03-03,300 EAST 33 ST APT 5P,NY
JANGSOO SAUNA INC,Active,us_ny,,2015-04-24,13687 37TH AVE 2FL,NY
SHEBAS BATHHOUSE INC,Active,us_ny,,2015-10-15,130 LEFFERTS PL APT 5F,NY
"SAUNAMAN, INC.",Active,us_ny,,1978-05-18,"ROSLYN PROFESSIONAL BLDG, 332 WILLIS AVENUE",NY
"EAST END SPAS AND SAUNAS, LLC",Active,us_ny,,2016-05-11,7014 13TH AVENUE SUITE 202,NY
"WALL STREET SAUNA CLUB, INC.",Active,us_ny,,1978-06-16,1775 BROADWAY,NY
FROZEN CRYOSAUNA AND SALT ROOM LLC,Active,us_ny,,2016-10-20,38 HARBOR PARK DRIVE,NY
"CAZENOVIA INFRARED SAUNA THERAPY, INC.",Active,us_ny,,2016-11-03,2287 MAPLE RD,NY
HANBIT SAUNA INC.,Active,us_ny,,2017-03-27,"136-89 37TH AVENUE, BASEMENT",NY
KNOWN BATHHOUSE LLC,Active,us_ny,,2017-05-10,"120 WOOSTER STREET, 3RD FLOOR, C/O TRIPLET ACQUISITIONS",NY
BATHHOUSE CONSTRUCTION LLC,Active,us_ny,,2017-06-30,"120 WOOSTER STREET, 3RD FLOOR, C/O TRIPLET ACQUISITIONS",NY
HOTBOX MOBILE SAUNA LLC,Active,us_ny,,2017-10-04,60-18 MADISON ST (APT 1-R),NY
TARA HAMMAM LLC,Active,us_ny,,2017-10-05,1150 RUFFNER ROAD,NY
BATHHOUSE BAZAAR LLC,Active,us_ny,,2017-12-08,"214 PARK PLACE, UNIT 1",NY
BANYA INC,Active,us_ny,,2018-02-27,1824 MCGRAW AVE #4D,NY
"HITCH HIKER SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1979-01-02,"EASY RIDER SAUNA, INC., 92 NORTH ST, ROCHESTER, NEW YORK, 14604",
SAUNA LLC,Active,us_ny,,2018-06-11,"1967 WEHRLE DRIVE, SUITE 1 #086",NY
"LUMOS INFRARED SAUNA STUDIO, LLC",Active,us_ny,,2018-10-02,806 CRAWFORD AVE,NY
"BATHHOUSE STUDIOS, INC.",Active,us_ny,,2018-10-16,C/O 538 EAST 11TH STREET,NY
QUEENS SAUNA INC,Inactive,us_ny,,2018-10-18,75-32 BROADWAY 2ND FL,NEW YORK
OZONE SAUNA LLC,Active,us_ny,,2019-04-15,"43 Island Point, Unit 43",NY
"SAUNA KING USA, LLC",Active,us_ny,,2019-05-02,701 STATE FAIR BLVD,NY
"SWEAT AND GLOW SAUNA, LLC",Active,us_ny,,2019-05-03,"401 E. 34TH ST., APT. S27A",NY
"NEW YORKS BATHHOUSE, CORP",Active,us_ny,,2019-05-28,"1065 OLD COUNTRY ROAD, SUITE 201",NY
THE SAUNA CELLAR LLC,Active,us_ny,,2019-10-31,"76 E MAIN ST, STE 2",NY
FLUSHING SAUNA & SPA LLC,Active,us_ny,,2019-12-05,"61-43 186TH STREET, STE. 585",NY
BSAUNAS USA INC,Active,us_ny,,2020-02-18,6989 S Transit Rd,NY
SAUNA BRAND LLC,Inactive,us_ny,,2020-06-09,27 SAINT FELIX ST. # 2H,NEW YORK
"ADONIS SAUNA SALES, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1979-10-31,"409 SECOND AVE., PELHAM, NEW YORK, 10803",
SOL SAUNA LLC,Active,us_ny,,2021-01-04,40 HARRIER CIR,NY
BEAUTY BATHHOUSE LLC,Active,us_ny,,2021-01-20,"2321 7TH AVE, STE 3L",NY
BATHHOUSE HOLDINGS LLC,Active,us_ny,,2021-05-17,"120 WOOSTER STREET, 3RD FLOOR",NY
"HOT SPRINGS HOT TUBS & SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1980-04-07,"LEAF DEULL & DROGIN, 730 THIRD AVE, NEW YORK, NEW YORK, 10017",
SAUNA EXPERTS LLC,Active,us_ny,,2021-07-12,1060 Broadway Suite 100,NY
"BATHHOUSE TO THE MOON, LLC",Active,us_ny,,2021-07-14,80 STATE STREET,NY
"SAUNA PEOPLE, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1980-05-14,"28 WESTGATE RD, SUFFERN, NEW YORK,",
BATHHOUSE LODGE MANAGER LLC,Active,us_ny,,2021-09-21,"161 CHRYSTIE ST., SUITE 2A",NY
BATHHOUSE LODGE JV LLC,Active,us_ny,,2021-09-21,"161 CHRYSTIE ST., SUITE 2A",NY
BATHHOUSE LODGE MASTER TENANT LLC,Active,us_ny,,2021-09-21,"161 CHRYSTIE ST., SUITE 2A",NY
BATHHOUSE LODGE SUBTENANT LLC,Active,us_ny,,2021-09-21,"161 CHRYSTIE ST., SUITE 2A",NY
BATHHOUSE LODGE LLC,Active,us_ny,,2021-09-21,"161 CHRYSTIE STREET, SUITE 2A",NY
"JADE BATHHOUSE, LLC",Active,us_ny,,2021-11-13,"108 W 141st St, 1C",NY
BATHHOUSE LODGE MEMBER LLC,Active,us_ny,,2021-11-22,"161 CHRYSTIE ST., SUITE 2A",NY
BATHHOUSE LODGE INVESTORS LLC,Active,us_ny,,2022-02-16,"110 GREENE STREET, SUITE 1107",NY
BUNJI BOX MOBILE SAUNAS LLC,Active,us_ny,,2022-02-28,3 Sunset St.,NY
ROCSAUNA LLC,Active,us_ny,,2022-03-09,69 Barry Road,NY
"BEST SAUNAS, LLC",Active,us_ny,,2022-04-19,143 Hallock St,NY
HOT ROC SAUNA LLC,Active,us_ny,,2023-01-01,85 Bowerman Rd,NY
AKARI SAUNA HOUSE LLC,Active,us_ny,,2023-02-24,70 N 4th St Apt E,NY
VIP SAUNA INC.,Active,us_ny,,2023-03-06,"934 AMSTERDAM AVE, (AKA 200 W 106TH STREET)",NY
RIIS BATHHOUSE INVESTOR LLC,Active,us_ny,,2023-04-17,"21 West 38th Street, 11th FLoor",NY
SAUNA X PLUNGE LLC,Active,us_ny,,2023-04-19,228 Park Ave S #860602,NY
"RELIABLE SAUNA BUILDERS, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1981-03-02,"114 AMSTERDAM AVENUE, HAWTHORNE, NEW YORK, 10532",
BROOKLYN BATHHOUSE LLC,Active,us_ny,,2023-05-04,731 FLATBUSH AVENUE,NY
M77 BATHHOUSE LLC,Active,us_ny,,2023-05-22,"1227 Bedford Ave, Apt 2L",NY
"PITTS SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1981-04-01,"92 NORTH ST., ROCHESTER, NEW YORK, 14604",
STEAM ROOM CONVENIENCE CORP.,Active,us_ny,,2023-09-18,8604 117th St,NY
CHELSEA SAUNAS LLC,Active,us_ny,,2023-10-09,"418 BROADWAY, STE N",NY
SHAMMAM LLC,Active,us_ny,,2023-10-24,"903 149TH ST, 2ND FL",NY
SAUNA BROS LLC,Active,us_ny,,2023-10-27,319 Fairways Blvd,NY
SAUNA AT HAVEN LOFT LIMITED LIABILITY COMPANY,Active,us_ny,,2023-12-07,41 Woodlyn Way,NY
GAN EDEN SAUNA INC.,Active,us_ny,,2023-12-13,12 e stemmer ln,NY
EDEN SAUNA INC.,Active,us_ny,,2024-01-03,256 Cherry Lane,NY
WONDER BANYA LLC,Active,us_ny,,2024-02-08,1472 41 STREET,NY
333SAUNASUSA LLC,Active,us_ny,,2024-02-29,333 Ten Eyck Street,NY
STEAM ROOM CONVENIENCE STORE CORP.,Active,us_ny,,2024-03-20,8604 117th St,NY
"BOBI SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1981-10-23,"SEYMOUR CHAGRIN, 37 GUY LOMBARDO AVE., FREEPORT, NEW YORK, 11520",
SYNERGY SPAS & SAUNAS LLC,Active,us_ny,,2024-04-08,279 chestnut ridge road,NY
SUNGLOW SAUNA LLC,Active,us_ny,,2024-04-22,7954 Transit Rd PMB 185,NY
FIRE & ICE MOBILE SAUNAS INC.,Active,us_ny,,2024-05-05,102 MIDDLE HWY,NY
"SALON 27 HEALTH & SAUNA, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1982-12-07,"22-24 WEST 27TH ST., NEW YORK, NEW YORK, 10001",
"STEAM ROOM, INC.",Active,us_ny,,1983-03-25,PO BOX 548,NY
"THE SAUNA FACTORY, INC.",Inactive   Dissolution By Proclamation / Annulment Of Authority,us_ny,,1984-11-15,"BARONE & MACKAY, ESQS., TUXEDO SQUARE, TUXEDO, NEW YORK, 10987",
"SUNLIGHT SAUNAS OF SOUTHEASTERN OHIO, LLC",Dead,us_oh,,2006-03-09,,
HRTFIT SAUNA CORP.,Dead,us_oh,,2006-11-13,"WAYNE, WOOSTER",
"OHIO INFRARED SAUNAS, INC.",Active,us_oh,,2008-06-02,"SUMMIT, AKRON",
VENKATARAMAYYA & ACHAMMAMBA KUDITHIPUDI PRIVATE FOUNDATION,Active,us_oh,,2010-12-20,"HAMILTON, CINCINNATI",
"LEISURE SAUNAS, LLC",Active,us_oh,,2011-04-12,,
"SWEAT EQUITY INFRARED SAUNA AND JUICE BAR, LLC",Active,us_oh,,2013-10-23,,
"RELAX SAUNAS OF MOMENTUM, INC.",Active,us_oh,,2014-01-08,"FRANKLIN, COLUMBUS",
HALSA SAUNAS LLC,Active,us_oh,,2014-11-02,,
"PARADIS DE SAUNA, LLC",Active,us_oh,,2015-08-02,,
"OHIO SAUNA, INC.",Cancelled,us_oh,,1964-06-30,"Conversion, WILLOWICK, OH",
THE BLISS BATHHOUSE LLC,Active,us_oh,,2016-10-13,,
RELAX SAUNAS OF MOMENTUM98 LLC,Dead,us_oh,,2016-11-23,,
INU BATHHOUSE LTD,Active,us_oh,,2017-01-01,,
STEAMING ROCKS SAUNA LLC,Active,us_oh,,2017-05-25,,
PRO SAUNAS LLC.,Active,us_oh,,2017-06-15,,
"SAUNA OF LORAIN COUNTY, INC.",Cancelled,us_oh,,1971-01-26,"LORAIN, ELYRIA, OH",
"SALT, SAUNA, & SOUL LLC",Active,us_oh,,2017-11-03,,
"BATHHOUSE VINE STREET, LLC",Active,us_oh,,2018-07-30,,
"BATHHOUSE, LLC",Active,us_oh,,2018-09-12,,
AIRHILL SAUNA COMPANY LLC,Active,us_oh,,2019-11-09,,
VILLA WELLNESS SAUNA LLC,Active,us_oh,,2019-11-17,2659 UNBRIDLED CT,OH
"RECHARGE FLOAT & SAUNA, LLC",Active,us_oh,,2019-12-18,,
"HOT BODS SAUNA STUDIO, LLC",Active,us_oh,,2020-01-13,,
"JAPANESE SAUNA INTERNATIONAL, INC.",Cancelled,us_oh,,1974-09-12,"LUCAS, TOLEDO, OH",
LAVA SAUNAS LLC,Dead,us_oh,,2021-01-26,,
THERMAE RETREAT OF BOARDMAN DBA LOYLY SAUNA SPA LLC,Active,us_oh,,2021-03-26,,
PRECIOUS SAUNAS WAREHOUSE LLC,Active,us_oh,,2021-11-12,,
SAUNA INVESTING LLC,Active,us_oh,,2021-12-02,,
"SAUNA WORKS, INC.",Active,us_oh,,2022-04-04,6545 MARKET AVE. NORTH STE 100,OH
OHIO MOBILE SAUNA CO. LLC,Active,us_oh,,2022-04-19,,
MASHARAH YASHARAHLA TORAH NGO OF BANYA YASHARAHLA IN DIASPORA & EXILE,Active,us_oh,,2022-09-26,"CUYAHOGA, CLEVELAND",
HOT SPOT SAUNAS LLC,Active,us_oh,,2022-10-02,,
SAUNA LORAIN LLC,Active,us_oh,,2022-11-01,,
"LITT SAUNA COMPANY, LLC",Active,us_oh,,2022-12-29,,
CLEVELAND SAUNA LLC,Active,us_oh,,2023-02-01,,
"VITA SAUNA, LLC",Active,us_oh,,2023-03-06,,
HEAT SEEKER SAUNA LLC,Active,us_oh,,2023-03-27,,
SPARTAN SAUNA STUDIO LLC,Active,us_oh,,2023-06-09,,
DAYTON BARREL SAUNAS LLC,Active,us_oh,,2023-12-02,,
CREATURE COMFORTS: SAUNA & BIDET LLC,Active,us_oh,,2023-12-04,,
"WANDERLUST SAUNAS, LLC",Active,us_oh,,2024-01-12,,
"BASIN BATHHOUSE, LLC",Active,us_oh,,2024-01-25,,
OULU SAUNA LLC,Active,us_oh,,2024-03-23,,
"CHAMPAGNE SAUNA INTERNATIONAL, INC.",Cancelled,us_oh,,1979-07-30,"LUCAS, TOLEDO, OH",
"ALVA SAUNA, INC.",Cancelled,us_oh,,1980-04-10,"CUYAHOGA, SO.EUCLID, OH",
HELLA SAUNA INC.,Cancelled,us_oh,,1980-12-12,"CUYAHOGA, SOUTH EUCLID, OH",
"EUROPEAN TANNING AND SAUNA, INC.",Cancelled,us_oh,,1994-12-07,"SUMMIT, AKRON, OH",
"SAUNA-SPA, INC.",Expired,us_ok,,1970-08-27,,
AQUA SPA & SAUNA CORPORATION,Otc Suspension,us_ok,,1981-03-06,,
"SAUNATONE OF TULSA, INC.",Dissolved,us_ok,,1985-11-13,,
"CEDAR VALLEY SAUNAS, INC.",Otc Suspension,us_ok,,1993-07-26,,
"VIKING SAUNA OF OKLAHOMA, INC.",Expired,us_ok,,1965-07-02,,
"AM-FINN SAUNA OF OKALHOMA, INC.",Expired,us_ok,,1966-05-24,,
"NORTH SAUNA LANE PROPERTY OWNERS ASS'N, INC.",In Existence,us_ok,,1989-03-08,,
"MIRACLE HEAT SAUNAS, LLC",Cancelled,us_ok,,2003-05-12,,
SAUNAS TO GO LLC,Dissolved,us_ok,,2006-04-24,,
"HOME HEALTH SAUNAS, LLC",Cancelled,us_ok,,2013-08-21,,
"CRYO SAUNA OKC, LLC",Cancelled,us_ok,,2016-03-22,,
LÖYLY SAUNA LLC,Inactive,us_ok,,2020-04-14,,
"CHANEL'S BATHHOUSE & SPA, LLC",Active,us_ok,,2021-05-13,,
"HOT SHOT SAUNAS, LLC",Dissolved,us_ok,,2021-05-27,,
BONSAI SAUNA LLC,Inactive,us_ok,,2021-10-10,,
VESAUNA LLC,Inactive,us_ok,,2022-04-01,,
"PURE SAUNA, LLC",Active,us_ok,,2023-06-01,,
"FINLANDIA SAUNA PRODUCTS, INC.",Active,us_or,,1973-07-19,,
"AM-FINN SAUNA COMPANY, INC.",Active,us_or,,2014-07-09,,
"SOUTH PARK SAUNA CLUB, INC.",Inactive,us_or,,1975-06-24,,
"ALDERCREST SAUNA, LLC",Inactive,us_or,,2018-02-22,,
"SAUNA STEAM SPA, INCORPORATED",Inactive,us_or,,1989-01-31,,
STOKED MOBILE SAUNA LLC,Inactive,us_or,,2018-06-21,,
FOXO3 SAUNA AND WELLNESS LLC,Active,us_or,,2018-08-13,,
SAUNA ADVENTURES OF CENTRAL OREGON LLC,Inactive,us_or,,2019-02-19,,
"HOLIDAY SAUNAS, INC.",Inactive,us_or,,2003-06-18,,
MOBILE SAUNA PDX LLC,Inactive,us_or,,2019-08-12,,
KOKEA SAUNA LLC,Inactive,us_or,,2019-08-27,,
ALMA SAUNAS LLC,Inactive,us_or,,2019-11-20,,
HARARA SPA AND HAMMAM LLC,Active,us_or,,2020-03-02,,
"SAVUSAUNA, LLC",Inactive,us_or,,2020-12-11,,
THE ARC SAUNA LLC,Inactive,us_or,,2021-04-01,,
"VIM SAUNA, LLC",Active,us_or,,2021-10-14,,
"PERSPIRE: AN INFRARED SAUNA LOUNGE, LLC",Inactive,us_or,,2021-11-29,,
"SAUNA WORKS, INC.",Active,us_or,,2022-01-28,,
THE SAUNAHUB LLC,Active,us_or,,2022-05-02,,
PNW SAUNA LLC,Active,us_or,,2022-02-23,,
WILDERLAND SAUNA LLC,Active,us_or,,2022-03-08,,
SHABANGO SAUNAS LLC,Active,us_or,,2022-04-06,,
THERAPEUTIC SAUNAS LLC,Inactive,us_or,,2022-04-21,,
COAST AND VALLEY SAUNA LLC,Active,us_or,,2022-07-01,,
MOONLIGHT SPA&HAMMAM LLC,Active,us_or,,2022-12-06,,
COZY HOME SAUNAS LLC,Inactive,us_or,,2023-01-17,,
BANYA INC,Active,us_or,,2023-06-20,,
THREE DAUGHTERS SAUNAS LLC,Active,us_or,,2023-02-23,,
"BEND SAUNA RENTALS, LLC",Active,us_or,,2023-03-14,,
LITTLE LAVA SOAK + SAUNA LLC,Active,us_or,,2023-04-10,,
SAMA SAUNA LLC,Active,us_or,,2023-06-27,,
OVERLAND SAUNA LLC,Active,us_or,,2023-07-07,,
ROGUE SAUNA COMPANY LLC,Active,us_or,,2023-07-27,,
WANDERING SAUNA LLC,Active,us_or,,2023-11-06,,
SUNFLOWER SAUNAS LLC,Active,us_or,,2023-12-02,,
BEAR BANYA INC,Active,us_or,,2023-12-20,,
DRIFT MOBILE SAUNA & WELLNESS LLC,Active,us_or,,2024-01-04,,
BISHOP'S BATHHOUSE LLC,Active,us_or,,2024-02-16,,
"RITUAL SAUNA HOUSE, LLC",Active,us_or,,2024-03-04,,
"SAUNAGLO, LLC",Active,us_or,,2024-04-11,,
TRAVEL SAUNAS LLC,Active,us_or,,2024-03-20,,
"SAUNA STEAM SPA, INCORPORATED",Inactive,us_or,,1986-03-27,,
"SAUNA STEAM SPA, INCORPORATED",Inactive,us_or,,1991-11-01,,
"KELSO SAUNA & SPA, INC.",Active,us_or,,2005-04-20,,
"NIRVANA SAUNA, LLC",Inactive,us_or,,2006-08-28,,
"FINNISH SAUNA AND MASSAGE, LLC",Inactive,us_or,,2006-11-27,,
"SKI SAUNA, LLC",Inactive,us_or,,2008-01-18,,
"SUN SPOT SAUNAS, INC.",Inactive,us_or,,1987-07-17,,
"RITZ SAUNA, LLC",Active,us_or,,2012-07-10,,
"VITALITY INFRARED SAUNA THERAPY, LLC",Inactive,us_or,,2012-08-23,,
"SAUNA STEAM SPA, INC.",Inactive,us_or,,1987-09-22,,
"INNERLIGHT SAUNAS, LLC",Inactive,us_or,,2002-06-28,,
"UNWIND SOAK & SAUNA, LLC",Inactive,us_or,,2013-09-17,,
"AM-FINN SAUNA, INC.",Inactive   Withdrawn   Consolidated Inactive,us_pa,,1963-07-08,1219 OLD YORK ROAD,PA
"FINN-SAUNA, INC.",Active,us_pa,,1963-08-14,517 HAMILTON STREET,PA
Steam Room LLC,Active,us_pa,,2023-03-11,565 RANKIN AIRSHAFT RD,PA
Release Sauna Bar LLC,Active,us_pa,,2023-04-12,640 CANDLEWYCK RD,PA
"GARRETT SAUNA, INC.",Active,us_pa,,1974-06-17,807 GARRETT RD,PA
Wake Sauna LLC,Active,us_pa,,2024-01-01,,
SAUNA Y BENA LLC,Active,us_pa,,2024-01-08,214B N MAIN ST BENJAMIN SHINDY,PA
Brookstone Nordic Saunas LLC,Active,us_pa,,2024-03-12,1289 ROUTE 209,PA
"Sauna Tribe, LLC",Active,us_pa,,2024-04-29,232 STATE HIGHWAY 8,PA
Surge Sauna & Cold Plunge LLC,Active,us_pa,,2024-04-29,1574 STOUFF RD,PA
"INTERNATIONAL SAUNA, INCORPORATED",Active,us_pa,,1964-01-13,5120 OLD CLAIRTON RD,PA
ARENA BATHHOUSE INC,Active,us_pa,,1958-09-19,2025 FORBES AVE,PA
SAUNA CORP OF AMERICA,Active,us_pa,,1991-05-20,25 N 5TH AVE APT 103C,PA
"N.E.P. ORIENTAL SAUNA, INC.",Active,us_pa,,1994-04-04,% BONGIOVANNI & BERGER 121 S BROAD ST STE 1700,PA
"WARRINGTON ORIENTAL SAUNA & MASSAGE, INC.",Active,us_pa,,1994-08-11,1111 EASTON RD STE 23,PA
"HOT ROCKS SAUNA DISTRIBUTORS, INC.",Active,us_pa,,1995-07-27,144 EAST RD,PA
PENN SAUNA CORP.,Active,us_pa,,1970-03-11,319 WESTTOWN RD BLDG 1,PA
MAGIC SAUNA INC.,Active,us_pa,,1999-07-23,1717 OLD YORK RD,PA
RUSSIAN SAUNA LLC,Inactive   Terminated,us_pa,,2002-05-21,9 BRENDAN COURT,PA
"MIRACLE HEAT INFRARED SAUNAS, LLC",Active,us_pa,,2003-05-23,117 CARDINAL CIRCLE,PA
"THE SAUNA, INC.",Active,us_pa,,1969-09-26,PO BOX 157 MAIN STREET,PA
"CEDRUS SAUNAS OF ERIE, INC.",Active,us_pa,,2004-07-21,2312 PEACH ST,PA
"HOT ROCK SAUNA OF OLD YORK ROAD, INC.",Active,us_pa,,2004-10-12,1717 OLD YORK RD,PA
"BARKING BABYS BATHHOUSE & DAY CARE, INC.",Active,us_pa,,2005-02-23,SALEM 22 PLAZA,PA
"SEASIDE SAUNA, INCORPORATED",Active,us_pa,,2005-03-21,1717 OLD YORK RD,PA
"SUN SAUNA HEALTH CENTER, INC.",Active,us_pa,,1965-04-08,1829 KENNETH AVENUE,PA
"BATHHOUSE, LLC",Active,us_pa,,2022-12-20,1301 E PASSYUNK AVE,PA
TRUE - SAUNA CORPORATION,Active,us_pa,,1971-03-25,3004 OXFORD DRIVE,PA
"VALLEY SAUNA, INC.",Active,us_pa,,1965-06-28,12 NARROWS SHOPPING CENTER EDWARDSVILLE,PA
"VIKING SAUNA OF PITTSBURGH, INC.",Active,us_pa,,1966-07-18,321 PENNWOOD AVE,PA
"VIKING SAUNA OF WESTERN PENNSYLVANIA AND OHIO, INC.",Active,us_pa,,1753-01-01,321 PENNWOOD AVE WILKINSBURG,PA
Wasauna east coast LLC,Active,us_pa,,2008-02-20,1929 Woodside Rd,PA
"Bathhouse Pet Spa, Inc.",Active,us_pa,,2009-09-21,23 W Central Avenue,PA
Warm Timber Saunas LLC,Active,us_pa,,2013-09-10,118 Marlboro Road,PA
CRYOSAUNA INC,Active,us_pa,,2013-09-27,202 Holland Rd Unit 214,PA
"Lather Pet Bathhouse, LLC",Active,us_pa,,2015-11-24,"Elliott & Davis, P.C. Allegheny",
"BUSTERS BATHHOUSE & EMPORIUM, LLC",Active,us_pa,,2016-02-24,5455 W Ridge Rd,PA
Haute Sauna Studio LLC,Active,us_pa,,2016-10-04,8350 Perry Highway Suite 5,PA
SLEEP-SAUNA CO.,Active,us_pa,,1977-03-03,284 KESWICK AVE,PA
"AM FINN SAUNA, INC.",Active,us_pa,,1977-05-16,"7TH & WASHINGTON STS., P.O. BOX 204",PA
Revive Sauna Studio LLC,Active,us_pa,,2017-05-25,120 Oak Ridge Dr.,PA
"Warme Sauna Studio, LLC",Active,us_pa,,2017-08-03,205A Oakland Place,PA
"PRE-BUILT SAUNA SYSTEMS, INC.",Active,us_pa,,1978-02-03,7TH & WASHINGTON STS,PA
Got Sauna LLC,Active,us_pa,,2018-10-19,561 B THRUSH COURT,PA
AURA ESTHETIC SPA & SAUNA Inc,Active,us_pa,,2019-08-19,98-100 BUCK RD,PA
"STROUDSBURG SPA AND SAUNA, INC.",Active,us_pa,,1979-11-16,"R D #2, BOX 2133",PA
Formation Sauna + Wellness LLC,Active,us_pa,,2019-12-09,1100 Pine St,PA
Sewickley Sauna Shoppe L.L.C.,Active,us_pa,,2019-12-18,516 BEAVER ST,PA
Barkley Bathhouse LLC,Active,us_pa,,2020-08-25,906 Berkley Manor Dr,PA
Banya Now LLC,Active,us_pa,,2020-12-10,,
Eko Sauna LLC,Active,us_pa,,2021-03-19,875 Pennsylvania Boulevard,PA
Sweat City Wellness Sauna LLC,Active,us_pa,,2021-05-24,226 Crosswinds Court,PA
Ribbanya LLC,Active,us_pa,,2021-06-14,1386 Bell Ln,PA
Aura Sauna Studio LLC,Active,us_pa,,2021-09-11,466 Bailey Avenue,PA
STEAM AND SAUNA SHOP WEBSITE LLC,Active,us_pa,,2022-01-24,7133 CHEW AVE APT 1,PA
Detoxify Sauna Studio Manayunk LLC,Active,us_pa,,2022-04-11,"512 W Lancaster Avenue, Suite C",PA
Renewing Saunas LLC,Active,us_pa,,2022-06-27,3411 Sullivan Trail,PA
Detoxify Sauna Studio Wayne LLC,Active,us_pa,,2022-08-24,512 West Lancaster Ave Suite C,PA
"CREATURE COMFORTS WATERBEDS, HOT TUBS & SAUNAS, INC.",Active,us_pa,,1983-05-26,CENTERVUE RD,PA
SauNau Inc.,Conversion,us_ri,,2003-10-24,274 BROOKLINE STREET #3L,MA
AM-FINN Sauna Company Inc.,Revoked Entity,us_ri,,2013-09-27,"372 S. EAGLE ROAD, #341",ID
Gaspee Sauna Club LLC,Revoked Entity,us_ri,,2022-05-26,3 CANONCHET AVE,RI
Verdure saunas llc,,us_ri,,2023-10-18,203 GANO ST,RI
Revive Spas and Saunas LLC,Good Standing,us_sc,,2020-03-31,,
"The Sauna Solution, LLC",Dissolved,us_sc,,2021-06-09,,
Carolina Sauna LLC,Good Standing,us_sc,,2021-10-15,,
"Healing Wave Saunas, LLC",Good Standing,us_sc,,2022-03-02,,
spiritualquest sauna zen llc,Good Standing,us_sc,,2022-11-22,,
"Vihta Sauna House, LLC",Good Standing,us_sc,,2023-02-16,,
"Bellissima Salon and Sauna, Inc.",Good Standing,us_sc,,2023-03-22,,
Nordic Saunas LLC,Good Standing,us_sc,,2023-06-05,,
Sauna Network LLC,Good Standing,us_sc,,2023-08-29,,
"VIP Health Sauna, LLC",Good Standing,us_sc,,2023-10-09,,
Titan Saunas LLC,Good Standing,us_sc,,2023-12-18,,
"Greenville Sauna Ventures, LLC",Good Standing,us_sc,,2024-01-11,,
"PEBBLE CREEK TANNING AND SAUNA, INC.",Forfeiture,us_sc,,1992-12-09,,
"SAUNA WAREHOUSE, LLC",Good Standing,us_sc,,2013-06-03,,
"NEW ORIENTAL GYM AND SAUNA, INC.",Forfeiture,us_sc,,2002-01-18,,
SAM HAMMAM LLC,Good Standing,us_sc,,2007-03-12,,
"RAINBOW HEALTH SAUNA, LLC",Good Standing,us_sc,,2002-11-15,,
Bathhouse LLC,No Agent,us_sc,,2019-11-25,,
"DAKOTA TAN & SAUNA, INC.",Dissolved,us_sd,,1986-07-15,,
"BLACK HILLS SAUNA MANUFACTURING, INC.",Inactive,us_sd,,1989-03-24,,
Sauna & Massage LLC,Inactive,us_sd,,2017-01-27,,
"The Sauna Haus, LLC",Delinquent,us_sd,,2017-03-10,,
New You Infrared Sauna And Spa LLC,Dissolved,us_sd,,2019-04-12,,
Sauna & Spa LLC,Dissolved,us_sd,,2019-11-07,,
Sauna & Massage L.L.C.,Dissolved,us_sd,,2020-04-01,,
Float Spa & Sauna LLC,Inactive,us_sd,,2020-11-29,,
Sauna and Woodworks LLC,Dissolved,us_sd,,2021-02-06,,
"Dakota Sauna Co., LLC",Good Standing,us_sd,,2024-02-28,,
"LEISURE POOL AND SAUNA BATH, INC.",Inactive   Revoked (Revenue),us_tn,,1977-06-23,,
"SAUNAK,INC",Inactive   Dissolved (Administrative),us_tn,,2001-10-08,,
"PARROTT SPA & SAUNA, INC.",Inactive   Terminated,us_tn,,2002-01-22,,
"BLUE PHOENIX POOLS, SPAS & SAUNAS, LLC",Inactive   Dissolved (Administrative),us_tn,,2005-12-20,,
Sauna Productions Inc.,Inactive   Revoked (Revenue),us_tn,,2011-03-18,,
SUPER SAUNA INC.,Inactive   Dissolved (Administrative),us_tn,,2011-04-13,,
